display_name,first_name,last_name,birth_date,college_name,position,jersey_number,height,weight,team_abbr,draft_club,headshot,draftround
Don Lawrence,Don,Lawrence,6/4/1937,Notre Dame,DT-T-G,,1-Jun,245,,Washington Redskins,,7th
Ed Lawrence,Ed,Lawrence,7/14/1905,Brown,B,,8-May,170,,,,
Henry Lawrence,Henry,Lawrence,9/26/1951,Florida A&M,T-G,,4-Jun,272,,Oakland Raiders,,1st
Jimmy Lawrence,Jimmy,Lawrence,3/15/1913,TCU,WB-HB,,10-May,190,,Chicago Cardinals,,1st
Kent Lawrence,Kent,Lawrence,6/3/1946,Georgia,WR,,Jun-00,180,,Philadelphia Eagles,,9th
Larry Lawrence,Larry,Lawrence,4/11/1949,Iowa,QB,,1-Jun,208,,,,
Marcus Lawrence,Marcus,Lawrence,6/21/1982,South Carolina,LB,,3-Jun,236,,,,
Matt Lawrence,Matt,Lawrence,5/5/1985,Massachusetts,RB,,1-Jun,210,,,,
Quinten Lawrence,Quinten,Lawrence,9/21/1984,McNeese St.,WR,,1-Jun,175,,Kansas City Chiefs,,6th
Reggie Lawrence,Reggie,Lawrence,4/12/1970,North Carolina St.,WR,,Jun-00,178,,,,
Rolland Lawrence,Rolland,Lawrence,3/24/1951,Tabor,DB,,10-May,179,,,,
Nate Lawrie,Nate,Lawrie,10/17/1981,Yale,TE,,7-Jun,256,,Tampa Bay Buccaneers,,6th
Joe Laws,Joe,Laws,6/16/1911,Iowa,HB,,9-May,186,,,,
Trevor Laws,Trevor,Laws,6/14/1985,Notre Dame,DT,,1-Jun,297,,Philadelphia Eagles,,2nd
Al Lawson,Al,Lawson,6/6/1941,Delaware St.,WR,,11-May,190,,,,
Gerard Lawson,Gerard,Lawson,1/12/1985,Oregon St.,DB,,10-May,195,,,,
Jamie Lawson,Jamie,Lawson,10/2/1965,LSU,RB,,10-May,240,,Tampa Bay Buccaneers,,5th
Javone Lawson,Javone,Lawson,2/17/1990,Louisiana-Lafayette,WR,,1-Jun,183,,,,
Jerry Lawson,Jerry,Lawson,10/30/1944,Utah,DB,,11-May,192,,Buffalo Bills,,10th
Jim Lawson,Jim,Lawson,3/11/1902,Stanford,E,,11-May,190,,,,
Manny Lawson,Manny,Lawson,7/3/1984,North Carolina St.,DE,,5-Jun,240,,San Francisco 49ers,,1st
Odell Lawson,Odell,Lawson,12/20/1948,Langston,RB,,2-Jun,218,,Boston Patriots,,7th
Roger Lawson,Roger,Lawson,9/28/1949,West. Michigan,RB,,2-Jun,215,,Chicago Bears,,15th
Steve Lawson,Steve,Lawson,1/4/1949,Kansas,G,,3-Jun,265,,Cincinnati Bengals,,2nd
Luke Lawton,Luke,Lawton,8/26/1980,McNeese St.,RB,,11-May,237,,,,
Russ Lay,Russ,Lay,1/11/1907,Michigan St.,G-T,,11-May,198,,,,
Bob Layden,Bob,Layden,1/21/1920,Southwestern (KS),E-T,,Jun-00,195,,,,
Pete Layden,Pete,Layden,12/30/1919,Texas,B,,11-May,192,,New York Giants,,14th
Jason Layman,Jason,Layman,7/29/1973,Tennessee,G-T,,5-Jun,310,,Houston Oilers,,2nd
Bobby Layne,Bobby,Layne,12/19/1926,Texas,QB,,1-Jun,201,,Chicago Bears,,1st
George Layne,George,Layne,10/9/1978,TCU,RB,,11-May,250,,Kansas City Chiefs,,4th
John Layport,John,Layport,3/19/1901,Wooster,G-T,,9-May,170,,,,
Bill Lazetich,Bill,Lazetich,10/16/1916,Montana,WB-DB,,Jun-00,195,,Detroit Lions,,16th
Mike Lazetich,Mike,Lazetich,8/27/1921,Montana,G-LB,,1-Jun,211,,Cleveland Rams,,2nd
Pete Lazetich,Pete,Lazetich,2/4/1950,Stanford,DE-LB-DT-NT,,3-Jun,245,,San Diego Chargers,,2nd
Paul Lea,Paul,Lea,2/19/1929,Tulane,DT-T,,2-Jun,240,,Chicago Bears,,7th
Bill Leach,Bill,Leach,7/2/1964,Kentucky,G-T,,5-Jun,280,,,,
Mike Leach,Mike,Leach,10/18/1976,Boston Univ.,TE,,2-Jun,245,,,,
Scott Leach,Scott,Leach,9/18/1963,Ohio St.,LB,,2-Jun,221,,New Orleans Saints,,9th
Vonta Leach,Vonta,Leach,11/6/1981,East Carolina,RB,,Jun-00,246,,,,
Gar Leaf,Gar,Leaf,5/26/1902,Lake Forest,T,,1-Jun,195,,,,
Ryan Leaf,Ryan,Leaf,5/15/1976,Washington St.,QB,,5-Jun,245,,San Diego Chargers,,1st
Bernie Leahy,Bernie,Leahy,8/15/1908,Notre Dame,HB,,11-May,180,,,,
Bob Leahy,Bob,Leahy,9/5/1947,Connecticut,QB,,2-Jun,205,,,,
Jerry Leahy,Jerry,Leahy,10/15/1934,Colorado,T,,2-Jun,220,,Detroit Lions,,7th
Pat Leahy,Pat,Leahy,3/19/1951,St. Louis,K,,Jun-00,194,,,,
John Leake,John,Leake,8/28/1981,Clemson,LB,,Jun-00,228,,,,
Roosevelt Leaks,Roosevelt,Leaks,1/31/1953,Texas,RB,,10-May,225,,Baltimore Colts,,5th
Wes Leaper,Wes,Leaper,10/23/1900,Wisconsin,E,,11-May,175,,,,
Les Lear,Les,Lear,8/22/1918,Manitoba,T,,11-May,225,,,,
Ronald Leary,Ronald,Leary,4/29/1989,Memphis,G,,3-Jun,324,,,,
Tom Leary,Tom,Leary,4/15/1904,Fordham,E,,11-May,180,,,,
Wesley Leasy,Wesley,Leasy,9/7/1971,Mississippi St.,LB,,2-Jun,234,,Arizona Cardinals,,7th
Paul Leatherman,Paul,Leatherman,1897-08-09,Chicago,G-C,,9-May,200,,,,
Milton Leathers,Milton,Leathers,12/16/1908,Georgia,G,,11-May,198,,,,
Allan Leavitt,Allan,Leavitt,10/22/1955,Georgia,K,,11-May,176,,Atlanta Falcons,,4th
Frank Leavitt,Frank,Leavitt,1891-06-30,none,G-C,,,270,,,,
Eddie LeBaron,Eddie,LeBaron,1/7/1930,Pacific,QB,,9-May,168,,Washington Redskins,,10th
Dick LeBeau,Dick,LeBeau,9/9/1937,Ohio St.,DB,,1-Jun,185,,Cleveland Browns,,5th
Harper LeBel,Harper,LeBel,7/14/1963,Colorado St.,TE,,4-Jun,250,,Kansas City Chiefs,,12th
Fungy Lebengood,Fungy,Lebengood,4/23/1902,Villanova,HB,,11-May,175,,,,
Ben Leber,Ben,Leber,12/7/1978,Kansas St.,LB,,3-Jun,244,,San Diego Chargers,,3rd
Bob Leberman,Bob,Leberman,2/10/1932,Syracuse,DB,,1-Jun,180,,Baltimore Colts,,11th
Bob LeBlanc,Bob,LeBlanc,11/5/1962,Elon,LB,,2-Jun,243,,,,
Clarence LeBlanc,Clarence,LeBlanc,3/26/1977,LSU,DB,,3-Jun,210,,,,
Michael LeBlanc,Michael,LeBlanc,5/5/1962,S.F. Austin,RB,,11-May,199,,,,
Shane Lechler,Shane,Lechler,8/7/1976,Texas A&M,P,,2-Jun,225,,Oakland Raiders,,5th
Ed Lechner,Ed,Lechner,12/14/1919,Minnesota,G-T,,1-Jun,200,,,,
Roy Lechthaler,Roy,Lechthaler,4/1/1908,Lebanon Valley,G,,10-May,198,,,,
Nick Leckey,Nick,Leckey,3/12/1982,Kansas St.,C-G,,3-Jun,298,,Arizona Cardinals,,6th
Bill Leckonby,Bill,Leckonby,9/16/1917,St. Lawrence,TB,,1-Jun,185,,,,
Jim LeClair,Jim,LeClair,10/30/1950,North Dakota,LB,,3-Jun,234,,Cincinnati Bengals,,3rd
Jim M. LeClair,Jim,M.,3/23/1944,C.W. Post,QB,,1-Jun,200,,San Francisco 49ers,,16th
Roger LeClerc,Roger,LeClerc,10/1/1936,Trinity (CT),LB-K-C,,3-Jun,235,,Chicago Bears,,15th
Terry LeCount,Terry,LeCount,7/9/1956,Florida,WR,,10-May,178,,San Francisco 49ers,,4th
Jim Lecture,Jim,Lecture,10/29/1924,Washington (MO),G,,10-May,220,,Philadelphia Eagles,,8th
Doc Ledbetter,Doc,Ledbetter,1/25/1910,Arkansas,FB-HB,,10-May,190,,,,
Monte Ledbetter,Monte,Ledbetter,8/13/1943,NW State (LA),WR,,2-Jun,185,,Houston Oilers,,11th
Toy Ledbetter,Toy,Ledbetter,10/30/1927,Oklahoma St.,HB,,10-May,198,,,,
Dwayne Ledford,Dwayne,Ledford,11/2/1976,East Carolina,C,,4-Jun,300,,,,
Courtney Ledyard,Courtney,Ledyard,3/9/1977,Michigan St.,LB,,2-Jun,250,,,,
Hal Ledyard,Hal,Ledyard,7/7/1931,Tenn-Chattanooga,QB,,Jun-00,185,,San Francisco 49ers,,9th
Amp Lee,Amp,Lee,10/1/1971,Florida St.,RB,,11-May,200,,San Francisco 49ers,,2nd
Andy Lee,Andy,Lee,8/11/1982,Pittsburgh,P,,Jun-00,205,,San Francisco 49ers,,6th
Bernie Lee,Bernie,Lee,10/25/1912,Villanova,QB,,11-May,190,,,,
Biff Lee,Biff,Lee,1/11/1905,Missouri,G,,Jun-00,226,,,,
Bill Lee,Bill,Lee,10/19/1911,Alabama,T,,2-Jun,231,,,,
Bivian Lee,Bivian,Lee,8/3/1948,Prairie View,DB,,3-Jun,200,,New Orleans Saints,,3rd
Bob Lee,Bob,Lee,7/4/1935,Missouri,G,,1-Jun,245,,,,
Bob Lee,Bob,Lee,8/7/1945,Arizona St.,QB-P,,2-Jun,195,,Minnesota Vikings,,17th
Bobby Lee,Bobby,Lee,8/26/1945,Minnesota,WR,,4-Jun,200,,St. Louis Cardinals,,17th
Byron Lee,Byron,Lee,9/8/1964,Ohio St.,LB,,2-Jun,230,,Philadelphia Eagles,,7th
Carl Lee,Carl,Lee,2/6/1961,Marshall,DB,,11-May,185,,Minnesota Vikings,,7th
Charles Lee,Charles,Lee,11/19/1977,Central Florida,WR,,3-Jun,227,,Green Bay Packers,,7th
Danzell Lee,Danzell,Lee,3/16/1963,Lamar,TE,,2-Jun,235,,Washington Redskins,,6th
David Lee,David,Lee,11/8/1943,Louisiana Tech,P,,4-Jun,230,,,,
Delphfrine Lee,Delphfrine,Lee,1/19/1976,McNeese St.,DB,,10-May,187,,,,
Donald Lee,Donald,Lee,8/31/1980,Mississippi St.,TE,,3-Jun,255,,Miami Dolphins,,5th
Dwight Lee,Dwight,Lee,9/3/1945,Michigan St.,RB,,2-Jun,190,,San Francisco 49ers,,5th
Edward Lee,Edward,Lee,12/8/1959,South Carolina St.,WR,,11-May,182,,Detroit Lions,,11th
Gary Lee,Gary,Lee,2/12/1965,Georgia Tech,WR,,1-Jun,202,,Detroit Lions,,12th
Gene Lee,Gene,Lee,4/21/1922,Florida,C,,3-Jun,226,,Brooklyn Dodgers,,25th
Greg Lee,Greg,Lee,1/15/1965,Arkansas St.,DB,,1-Jun,207,,,,
Herman Lee,Herman,Lee,8/29/1931,Florida A&M,T-G,,4-Jun,244,,Chicago Bears,,23rd
Jack Lee,Jack,Lee,3/28/1917,Carnegie Mellon,BB,,10-May,205,,Pittsburgh Pirates,,10th
Jacky Lee,Jacky,Lee,7/11/1939,Cincinnati,QB,,1-Jun,189,,St. Louis Cardinals,,6th
James Lee,James,Lee,3/12/1980,Oregon St.,DT,,5-Jun,325,,Green Bay Packers,,5th
James Lee,James,Lee,8/17/1985,South Carolina St.,T-G,,4-Jun,300,,,,
Jeff Lee,Jeff,Lee,5/23/1955,Nebraska,WR,,2-Jun,195,,,,
John Lee,John,Lee,2/17/1953,Nebraska,DE,,2-Jun,255,,San Diego Chargers,,13th
John Lee,John,Lee,5/19/1964,UCLA,K,,11-May,182,,St. Louis Cardinals,,2nd
Keith Lee,Keith,Lee,12/22/1957,Colorado St.,DB,,11-May,192,,Buffalo Bills,,5th
Ken Lee,Ken,Lee,9/3/1948,Washington,LB,,4-Jun,230,,Detroit Lions,,8th
Kevin Lee,Kevin,Lee,1/1/1971,Alabama,WR,,1-Jun,194,,New England Patriots,,2nd
Larry Lee,Larry,Lee,9/10/1959,UCLA,G-C,,2-Jun,265,,Detroit Lions,,5th
Lloyd Lee,Lloyd,Lee,8/10/1976,Dartmouth,DB,,1-Jun,210,,,,
Mark Lee,Mark,Lee,3/20/1958,Washington,DB,,11-May,187,,Green Bay Packers,,2nd
Mike Lee,Mike,Lee,8/31/1951,UNLV,LB,,Jun-00,232,,,,
Monte Lee,Monte,Lee,7/11/1938,Texas,LB,,4-Jun,225,,Houston Oilers,,5th
Oudious Lee,Oudious,Lee,6/14/1956,Nebraska,NT,,1-Jun,253,,,,
Patrick Lee,Patrick,Lee,2/20/1984,Auburn,DB,,11-May,194,,Green Bay Packers,,2nd
ReShard Lee,ReShard,Lee,10/12/1980,Middle Tenn. St.,RB,,10-May,220,,,,
Ron Lee,Ron,Lee,9/17/1953,West Virginia,RB,,4-Jun,226,,Baltimore Colts,,3rd
Ronnie Lee,Ronnie,Lee,12/24/1956,Baylor,T-TE-G,,3-Jun,265,,Miami Dolphins,,3rd
Ryan Lee,Ryan,Lee,10/16/1988,Furman,G,,3-Jun,308,,,,
Saeed Lee,Saeed,Lee,1/20/1991,Alabama State,CB,,10-May,182,,,,
Sean Lee,Sean,Lee,7/22/1986,Penn St.,LB,,2-Jun,234,,Dallas Cowboys,,2nd
Shawn Lee,Shawn,Lee,10/24/1966,North Alabama,DT-NT-DE,,2-Jun,300,,Tampa Bay Buccaneers,,6th
Willie Lee,Willie,Lee,7/13/1950,Bethune-Cookman,DT,,5-Jun,249,,Kansas City Chiefs,,5th
Zeph Lee,Zeph,Lee,6/17/1963,USC,DB-RB,,3-Jun,208,,Los Angeles Raiders,,9th
Tuffy Leemans,Tuffy,Leemans,11/12/1912,Oregon,FB-TB-DB-QB,,Jun-00,195,,New York Giants,,2nd
Max Leetzow,Max,Leetzow,9/17/1943,Idaho,DE-DT,,4-Jun,240,,Denver Broncos,,5th
Dick Leeuwenburg,Dick,Leeuwenburg,3/26/1942,Stanford,T,,5-Jun,242,,Houston Oilers,,17th
Jay Leeuwenburg,Jay,Leeuwenburg,6/18/1969,Colorado,G-C-T,,3-Jun,294,,Kansas City Chiefs,,9th
Billy Lefear,Billy,Lefear,2/12/1950,Henderson St.,RB-WR,,11-May,197,,Cleveland Browns,,9th
Gil LeFebvre,Gil,LeFebvre,3/10/1910,none,B,,6-May,155,,,,
Joe Lefeged,Joe,Lefeged,6/2/1988,Rutgers,DB,,1-Jun,205,,,,
Dan LeFevour,Dan,LeFevour,3/19/1987,,QB,,3-Jun,230,,Chicago Bears,,6th
Clyde LeForce,Clyde,LeForce,6/4/1923,Tulsa,QB,,11-May,176,,Detroit Lions,,19th
Dick Leftridge,Dick,Leftridge,4/14/1944,West Virginia,FB,,2-Jun,240,,Pittsburgh Steelers,,1st
Byron Leftwich,Byron,Leftwich,1/14/1980,Marshall,QB,,5-Jun,245,,Jacksonville Jaguars,,1st
Burnie Legette,Burnie,Legette,12/5/1970,Michigan,RB,,1-Jun,243,,,,
Tyrone Legette,Tyrone,Legette,2/15/1970,Nebraska,DB,,9-May,179,,New Orleans Saints,,3rd
Brad Leggett,Brad,Leggett,1/16/1966,USC,C,,4-Jun,270,,Denver Broncos,,8th
Dave Leggett,Dave,Leggett,9/18/1933,Ohio St.,QB-DB,,2-Jun,198,,Chicago Cardinals,,7th
Earl Leggett,Earl,Leggett,3/5/1933,LSU,DT-DE,,3-Jun,265,,Chicago Bears,,1st
Maurice Leggett,Maurice,Leggett,10/2/1986,Valdosta St.,DB,,11-May,188,,,,
Scott Leggett,Scott,Leggett,9/2/1962,Oklahoma,G-T,,3-Jun,285,,,,
Lance LeGree,Lance,LeGree,12/22/1977,Notre Dame,DT-DE,,1-Jun,300,,,,
Mark LeGree,Mark,LeGree,7/8/1989,Appalachian St.,FS,,Jun-00,210,,Seattle Seahawks,,5th
Doug Legursky,Doug,Legursky,6/9/1986,Marshall,C,,1-Jun,323,,,,
Michael Lehan,Michael,Lehan,11/25/1979,Minnesota,DB,,Jun-00,190,,Cleveland Browns,,5th
Teddy Lehman,Teddy,Lehman,11/18/1981,Oklahoma,LB,,2-Jun,243,,Detroit Lions,,2nd
Matt Lehr,Matt,Lehr,4/25/1979,Virginia Tech,C-G,,3-Jun,300,,Dallas Cowboys,,5th
Chris Lehrer,Chris,Lehrer,,none,HB-FB,,,185,,,,
Jake Leicht,Jake,Leicht,10/1/1920,Oregon,HB-DB,,9-May,170,,Washington Redskins,,10th
Jeff Leiding,Jeff,Leiding,10/28/1961,Texas,LB,,3-Jun,232,,St. Louis Cardinals,,5th
Brian Leigeb,Brian,Leigeb,10/2/1978,Central Michigan,DB,,2-Jun,207,,,,
Charlie Leigh,Charlie,Leigh,10/29/1945,none,RB,,11-May,206,,,,
Dutch Leighty,Dutch,Leighty,1895-12-29,Georgetown (DC),HB,,11-May,168,,,,
Tony Leiker,Tony,Leiker,9/26/1964,Stanford,DE,,5-Jun,250,,Green Bay Packers,,7th
Matt Leinart,Matt,Leinart,5/11/1983,USC,QB,,5-Jun,225,,Arizona Cardinals,,1st
Rube Leisk,Rube,Leisk,7/12/1915,LSU,G,,Jun-00,195,,,,
Rodney Leisle,Rodney,Leisle,2/5/1981,UCLA,DT,,3-Jun,315,,New Orleans Saints,,5th
Al Leith,Al,Leith,3/14/1903,Pennsylvania,BB,,9-May,175,,,,
Norman LeJeune,Norman,LeJeune,5/10/1980,LSU,DB,,Jun-00,207,,Philadelphia Eagles,,7th
Walt LeJeune,Walt,LeJeune,1898-01-02,Heidelberg,G-C-T-B,,Jun-00,231,,,,
Brad Lekkerkerker,Brad,Lekkerkerker,5/8/1978,California-Davis,T,,7-Jun,330,,,,
Cory Lekkerkerker,Cory,Lekkerkerker,7/25/1981,California-Davis,T,,7-Jun,324,,,,
Ashley Lelie,Ashley,Lelie,2/16/1980,Hawaii,WR,,3-Jun,200,,Denver Broncos,,1st
Ryan Lelito,Ryan,Lelito,7/21/1989,Grand Valley State,G,,4-Jun,315,,,,
Frank LeMaster,Frank,LeMaster,3/12/1952,Kentucky,LB,,2-Jun,232,,Philadelphia Eagles,,4th
Ray Lemek,Ray,Lemek,6/28/1934,Notre Dame,T-G,,Jun-00,238,,Washington Redskins,,19th
Bruce Lemmerman,Bruce,Lemmerman,10/4/1945,Cal State-Northridge,QB,,1-Jun,206,,,,
Jim LeMoine,Jim,LeMoine,4/29/1945,Utah St.,TE-G,,2-Jun,250,,Buffalo Bills,,2nd
Alec Lemon,Alec,Lemon,7/1/1991,Syracuse,WR,,1-Jun,202,,,,
Cleo Lemon,Cleo,Lemon,8/16/1979,Arkansas St.,QB,,2-Jun,215,,,,
Cliff Lemon,Cliff,Lemon,4/15/1901,Centre,E,,9-May,190,,,,
Mike Lemon,Mike,Lemon,2/26/1951,Kansas,LB,,2-Jun,218,,New Orleans Saints,,6th
Orie Lemon,Orie,Lemon,9/9/1987,Oklahoma St.,LB,,1-Jun,244,,,,
Corey Lemonier,Corey,Lemonier,11/19/1991,Auburn,OLB,,4-Jun,255,,San Francisco 49ers,,3rd
Devin Lemons,Devin,Lemons,3/20/1979,Texas Tech,LB,,2-Jun,232,,,,
George Lenc,George,Lenc,3/17/1917,Augustana (IL),E,,3-Jun,204,,Brooklyn Dodgers,,11th
Bill Lenkaitis,Bill,Lenkaitis,6/30/1946,Penn St.,C-G,,4-Jun,255,,San Diego Chargers,,2nd
Reid Lennan,Reid,Lennan,8/17/1920,none,G-C-T,,Jun-00,232,,,,
Paris Lenon,Paris,Lenon,11/26/1977,Richmond,LB,,2-Jun,240,,,,
Greg Lens,Greg,Lens,3/11/1945,Trinity (TX),DT,,5-Jun,261,,St. Louis Cardinals,,4th
Vince Lensing,Vince,Lensing,1/26/1901,General Motors Institute,G-T,,Jun-00,200,,,,
Jack Lentz,Jack,Lentz,2/22/1945,Holy Cross,DB,,Jun-00,190,,Denver Broncos,,16th
Pesky Lentz,Pesky,Lentz,1897-10-11,Wittenberg,FB,,10-May,175,,,,
Bobby Leo,Bobby,Leo,1/19/1945,Harvard,RB-WR,,10-May,180,,Boston Patriots,,7th
Charley Leo,Charley,Leo,8/29/1934,Indiana,G,,Jun-00,240,,,,
Jim Leo,Jim,Leo,6/18/1937,Cincinnati,DE-LB,,1-Jun,225,,New York Giants,,3rd
Tony Leon,Tony,Leon,2/18/1917,Alabama,G-LB,,9-May,203,,Washington Redskins,,8th
Bill Leonard,Bill,Leonard,4/27/1927,Notre Dame,DE,,2-Jun,200,,,,
Brian Leonard,Brian,Leonard,2/3/1984,Rutgers,RB,,2-Jun,226,,St. Louis Rams,,2nd
Cecil Leonard,Cecil,Leonard,7/20/1946,Tuskegee,DB,,11-May,160,,New York Jets,,8th
Jim Leonard,Jim,Leonard,1899-01-02,Geneseo St.,T,,Jun-00,205,,,,
Jim Leonard,Jim,Leonard,2/14/1910,Notre Dame,B,,Jun-00,204,,,,
Jim Leonard,Jim,Leonard,10/19/1957,Santa Clara,G-C,,3-Jun,258,,Tampa Bay Buccaneers,,7th
John Leonard,John,Leonard,1896-05-13,Indiana,T,,2-Jun,200,,,,
Louis Leonard,Louis,Leonard,7/16/1984,Fresno St.,DT,,5-Jun,325,,,,
Matt Leonard,Matt,Leonard,11/7/1979,Stanford,DT,,3-Jun,301,,,,
Tony Leonard,Tony,Leonard,2/28/1953,Virginia Union,DB,,11-May,170,,San Francisco 49ers,,5th
Bob Leonetti,Bob,Leonetti,1/1/1923,Wake Forest,G,,Jun-00,230,,Philadelphia Eagles,,9th
Jim Leonhard,Jim,Leonhard,10/27/1982,Wisconsin,DB,,8-May,190,,,,
Bobby Leopold,Bobby,Leopold,10/18/1957,Notre Dame,LB,,1-Jun,215,,San Francisco 49ers,,8th
Barney Lepper,Barney,Lepper,1898-02-19,none,T,,10-May,185,,,,
Matt Lepsis,Matt,Lepsis,1/13/1974,Colorado,T,,4-Jun,290,,,,
Josh LeRibeus,Josh,LeRibeus,7/2/1989,SMU,G,,3-Jun,312,,Washington Redskins,,3rd
Emarlos Leroy,Emarlos,Leroy,7/31/1975,Georgia,DT,,1-Jun,304,,Jacksonville Jaguars,,6th
Jimmy Lesane,Jimmy,Lesane,3/8/1930,The Citadel,DB-HB,,10-May,176,,Chicago Bears,,20th
Ron Leshinski,Ron,Leshinski,3/6/1974,Army,TE,,2-Jun,248,,,,
Mikel Leshoure,Mikel,Leshoure,3/30/1990,Illinois,RB,,Jun-00,227,,Detroit Lions,,2nd
Darrell Lester,Darrell,Lester,4/29/1914,TCU,C,,3-Jun,220,,Green Bay Packers,,5th
Darrell Lester,Darrell,Lester,11/6/1940,LSU,FB,,2-Jun,228,,Minnesota Vikings,,9th
Keith Lester,Keith,Lester,5/28/1962,Florida St.,TE,,5-Jun,235,,Cincinnati Bengals,,6th
Pinky Lester,Pinky,Lester,3/13/1900,none,E-T,,6-May,160,,,,
Robert Lester,Robert,Lester,4/30/1988,Alabama,S,,2-Jun,210,,,,
Tim Lester,Tim,Lester,6/15/1968,East. Kentucky,RB,,10-May,233,,Los Angeles Rams,,10th
Jeremy LeSueur,Jeremy,LeSueur,10/5/1980,Michigan,DB,,Jun-00,197,,Denver Broncos,,3rd
Zebbie Lethridge,Zebbie,Lethridge,1/31/1975,Texas Tech,DB,,Jun-00,190,,,,
Russ Letlow,Russ,Letlow,10/5/1913,San Francisco,G-T,,Jun-00,214,,Green Bay Packers,,1st
Cotton Letner,Cotton,Letner,1/26/1937,Tennessee,LB,,1-Jun,215,,,,
Jim Letsinger,Jim,Letsinger,11/17/1911,Purdue,G,,10-May,190,,,,
Leon Lett,Leon,Lett,10/12/1968,Emporia St.,DT-DE,,6-Jun,290,,Dallas Cowboys,,7th
Steve Levanitis,Steve,Levanitis,3/26/1920,Boston Col.,T,,1-Jun,220,,,,
Lou Levanti,Lou,Levanti,4/4/1923,Illinois,C-LB,,1-Jun,215,,Los Angeles Rams,,23rd
Jack LeVeck,Jack,LeVeck,2/3/1950,Ohio,LB,,Jun-00,225,,,,
Dwayne Levels,Dwayne,Levels,5/9/1979,Oklahoma St.,LB,,2-Jun,248,,,,
Dave Levenick,Dave,Levenick,5/28/1959,Wisconsin,LB,,3-Jun,222,,Atlanta Falcons,,12th
Dorsey Levens,Dorsey,Levens,5/21/1970,Notre Dame,RB,,1-Jun,230,,Green Bay Packers,,5th
Mike Levenseller,Mike,Levenseller,2/21/1956,Washington St.,WR,,1-Jun,180,,Oakland Raiders,,6th
Otis Leverette,Otis,Leverette,5/31/1978,Ala-Birmingham,DE,,6-Jun,278,,Miami Dolphins,,6th
Jim Levey,Jim,Levey,9/13/1906,none,B,,10-May,156,,,,
Jerry LeVias,Jerry,LeVias,9/5/1946,SMU,WR,,9-May,177,,Houston Oilers,,2nd
Anthony Levine,Anthony,Levine,3/27/1987,Tennessee St.,S,,11-May,199,,,,
Bashir Levingston,Bashir,Levingston,10/2/1976,Utah St.,DB,,9-May,180,,,,
Lazarius Levingston,Lazarius,Levingston,11/16/1987,LSU,DL,,4-Jun,292,,Seattle Seahawks,,7th
Andy Levitre,Andy,Levitre,5/15/1986,Oregon St.,G,,2-Jun,306,,Buffalo Bills,,2nd
Chad Levitt,Chad,Levitt,11/21/1975,Cornell,RB,,1-Jun,231,,Oakland Raiders,,4th
Mark LeVoir,Mark,LeVoir,7/29/1982,Notre Dame,T,,7-Jun,306,,,,
Chuck Levy,Chuck,Levy,1/7/1972,Arizona,RB,,Jun-00,200,,Arizona Cardinals,,2nd
DeAndre Levy,DeAndre,Levy,3/26/1987,Wisconsin,LB,,2-Jun,230,,Detroit Lions,,3rd
Harvey Levy,Harvey,Levy,6/8/1902,Syracuse,T-G,,10-May,212,,,,
Len Levy,Len,Levy,2/19/1921,Minnesota,G,,Jun-00,256,,Cleveland Rams,,4th
Verne Lewellen,Verne,Lewellen,9/29/1901,Nebraska,B,,1-Jun,182,,,,
Albert Lewis,Albert,Lewis,10/6/1960,Grambling St.,DB,,2-Jun,196,,Kansas City Chiefs,,3rd
Alex Lewis,Alex,Lewis,6/11/1981,Wisconsin,LB,,Jun-00,237,,Detroit Lions,,5th
Art Lewis,Art,Lewis,1891-03-01,none,T,,1-Jun,,,,,
Art Lewis,Art,Lewis,2/18/1911,Ohio,T-G,,3-Jun,226,,New York Giants,,1st
Bill Lewis,Bill,Lewis,,TCU,BB-DB,,11-May,186,,,,
Bill Lewis,Bill,Lewis,7/12/1963,Nebraska,C-G,,6-Jun,285,,Los Angeles Raiders,,7th
Butch Lewis,Butch,Lewis,12/1/1987,,OL,,5-Jun,295,,,,
Chad Lewis,Chad,Lewis,10/5/1971,BYU,TE,,6-Jun,252,,,,
Cliff Lewis,Cliff,Lewis,3/22/1923,Duke,DB-QB,,11-May,167,,Los Angeles Rams,,21st
Cliff Lewis,Cliff,Lewis,11/9/1959,Southern Miss,LB,,1-Jun,226,,Green Bay Packers,,12th
D.D. Lewis,D.D.,Lewis,10/16/1945,Mississippi St.,LB,,1-Jun,225,,Dallas Cowboys,,6th
D.D. Lewis,D.D.,Lewis,1/8/1979,Texas,LB,,1-Jun,241,,,,
Damione Lewis,Damione,Lewis,3/1/1978,Miami (FL),DT,,2-Jun,301,,St. Louis Rams,,1st
Dan Lewis,Dan,Lewis,2/14/1936,Wisconsin,HB-FB,,1-Jun,199,,Detroit Lions,,6th
Darren Lewis,Darren,Lewis,11/7/1968,Texas A&M,RB,,10-May,230,,Chicago Bears,,6th
Darryl Lewis,Darryl,Lewis,4/16/1961,Texas-Arlington,TE,,6-Jun,232,,New England Patriots,,5th
Darryll Lewis,Darryll,Lewis,12/16/1968,Arizona,DB,,9-May,188,,Houston Oilers,,2nd
Dave Lewis,Dave,Lewis,10/16/1945,Stanford,QB-P,,2-Jun,216,,New York Giants,,5th
Dave R. Lewis,Dave,R.,10/15/1954,USC,LB,,4-Jun,240,,Tampa Bay Buccaneers,,2nd
